Year,Month_Num,Month,YearMonth,Count,Vehicle_Class
2017,2,February,2017-02,203647.0,Class 5
2017,2,February,2017-02,5371.0,Class 6
2017,2,February,2017-02,14260.0,Class 7
2017,2,February,2017-02,76045.0,Class 8
2017,2,February,2017-02,135526.0,Class 9
2017,3,March,2017-03,8550832.0,Class 1
2017,3,March,2017-03,10767.0,Class 11
2017,3,March,2017-03,234968.0,Class 2
2017,3,March,2017-03,75819.0,Class 3
2017,3,March,2017-03,57062.0,Class 4
2017,3,March,2017-03,240126.0,Class 5
2017,3,March,2017-03,6675.0,Class 6
2017,3,March,2017-03,15485.0,Class 7
2017,3,March,2017-03,86521.0,Class 8
2017,3,March,2017-03,155405.0,Class 9
2017,4,April,2017-04,9106036.0,Class 1
2017,4,April,2017-04,20984.0,Class 11
2017,4,April,2017-04,220952.0,Class 2
2017,4,April,2017-04,69079.0,Class 3
2017,4,April,2017-04,54779.0,Class 4
2017,4,April,2017-04,229231.0,Class 5
2017,4,April,2017-04,6280.0,Class 6
2017,4,April,2017-04,16055.0,Class 7
2017,4,April,2017-04,85841.0,Class 8
2017,4,April,2017-04,154123.0,Class 9
2017,5,May,2017-05,9389174.0,Class 1
2017,5,May,2017-05,22726.0,Class 11
2017,5,May,2017-05,248656.0,Class 2
2017,5,May,2017-05,75534.0,Class 3
2017,5,May,2017-05,58573.0,Class 4
2017,5,May,2017-05,253756.0,Class 5
2017,5,May,2017-05,7896.0,Class 6
2017,5,May,2017-05,17217.0,Class 7
2017,5,May,2017-05,92523.0,Class 8
2017,5,May,2017-05,167078.0,Class 9
2017,6,June,2017-06,9409240.0,Class 1
2017,6,June,2017-06,27956.0,Class 11
2017,6,June,2017-06,252765.0,Class 2
2017,6,June,2017-06,77117.0,Class 3
2017,6,June,2017-06,60301.0,Class 4
2017,6,June,2017-06,250536.0,Class 5
2017,6,June,2017-06,7709.0,Class 6
2017,6,June,2017-06,17057.0,Class 7
2017,6,June,2017-06,92812.0,Class 8
2017,6,June,2017-06,166572.0,Class 9
2017,7,July,2017-07,9747742.0,Class 1
2017,7,July,2017-07,27567.0,Class 11
2017,7,July,2017-07,233153.0,Class 2
2017,7,July,2017-07,71035.0,Class 3
2017,7,July,2017-07,55404.0,Class 4
2017,7,July,2017-07,231916.0,Class 5
2017,7,July,2017-07,6793.0,Class 6
2017,7,July,2017-07,16563.0,Class 7
2017,7,July,2017-07,97962.0,Class 8
2017,7,July,2017-07,163937.0,Class 9
2017,8,August,2017-08,9832505.0,Class 1
2017,8,August,2017-08,28969.0,Class 11
2017,8,August,2017-08,256184.0,Class 2
2017,8,August,2017-08,80620.0,Class 3
2017,8,August,2017-08,62501.0,Class 4
2017,8,August,2017-08,251288.0,Class 5
2017,8,August,2017-08,7160.0,Class 6
2017,8,August,2017-08,17929.0,Class 7
2017,8,August,2017-08,97410.0,Class 8
2017,8,August,2017-08,170760.0,Class 9
2017,9,September,2017-09,9168278.0,Class 1
2017,9,September,2017-09,29266.0,Class 11
2017,9,September,2017-09,240146.0,Class 2
2017,9,September,2017-09,78978.0,Class 3
2017,9,September,2017-09,59329.0,Class 4
2017,9,September,2017-09,229666.0,Class 5
2017,9,September,2017-09,6613.0,Class 6
2017,9,September,2017-09,15801.0,Class 7
2017,9,September,2017-09,87965.0,Class 8
2017,9,September,2017-09,155851.0,Class 9
2017,10,October,2017-10,9351370.0,Class 1
2017,10,October,2017-10,23388.0,Class 11
2017,10,October,2017-10,249060.0,Class 2
2017,10,October,2017-10,82696.0,Class 3
2017,10,October,2017-10,61663.0,Class 4
2017,10,October,2017-10,244646.0,Class 5
2017,10,October,2017-10,7041.0,Class 6
2017,10,October,2017-10,16606.0,Class 7
2017,10,October,2017-10,93513.0,Class 8
2017,10,October,2017-10,165331.0,Class 9
2017,11,November,2017-11,9001695.0,Class 1
2017,11,November,2017-11,15243.0,Class 11
2017,11,November,2017-11,240438.0,Class 2
2017,11,November,2017-11,76980.0,Class 3
2017,11,November,2017-11,57839.0,Class 4
2017,11,November,2017-11,238527.0,Class 5
2017,11,November,2017-11,6968.0,Class 6
2017,11,November,2017-11,14500.0,Class 7
2017,11,November,2017-11,89009.0,Class 8
2017,11,November,2017-11,156487.0,Class 9
2017,12,December,2017-12,9168669.0,Class 1
2017,12,December,2017-12,12229.0,Class 11
2017,12,December,2017-12,229466.0,Class 2
2017,12,December,2017-12,75731.0,Class 3
2017,12,December,2017-12,54512.0,Class 4
2017,12,December,2017-12,228823.0,Class 5
2017,12,December,2017-12,6939.0,Class 6
2017,12,December,2017-12,12800.0,Class 7
2017,12,December,2017-12,89366.0,Class 8
2017,12,December,2017-12,152009.0,Class 9
2018,1,January,2018-01,8175302.0,Class 1
2018,1,January,2018-01,10006.0,Class 11
2018,1,January,2018-01,224885.0,Class 2
2018,1,January,2018-01,76673.0,Class 3
2018,1,January,2018-01,53286.0,Class 4
2018,1,January,2018-01,224992.0,Class 5
2018,1,January,2018-01,6176.0,Class 6
2018,1,January,2018-01,13012.0,Class 7
2018,1,January,2018-01,81782.0,Class 8
2018,1,January,2018-01,150077.0,Class 9
2018,2,February,2018-02,7792347.0,Class 1
2018,2,February,2018-02,10744.0,Class 11
2018,2,February,2018-02,208915.0,Class 2
2018,2,February,2018-02,72862.0,Class 3
2018,2,February,2018-02,48959.0,Class 4
2018,2,February,2018-02,209335.0,Class 5
2018,2,February,2018-02,5917.0,Class 6
2018,2,February,2018-02,12810.0,Class 7
2018,2,February,2018-02,78111.0,Class 8
2018,2,February,2018-02,140068.0,Class 9
2018,3,March,2018-03,8723599.0,Class 1
2018,3,March,2018-03,11919.0,Class 11
2018,3,March,2018-03,234584.0,Class 2
2018,3,March,2018-03,80647.0,Class 3
2018,3,March,2018-03,54707.0,Class 4
2018,3,March,2018-03,234645.0,Class 5
2018,3,March,2018-03,6937.0,Class 6
2018,3,March,2018-03,15140.0,Class 7
2018,3,March,2018-03,85992.0,Class 8
2018,3,March,2018-03,156835.0,Class 9
2018,4,April,2018-04,9053491.0,Class 1
2018,4,April,2018-04,18528.0,Class 11
2018,4,April,2018-04,233008.0,Class 2
2018,4,April,2018-04,80520.0,Class 3
2018,4,April,2018-04,54456.0,Class 4
2018,4,April,2018-04,235277.0,Class 5
2018,4,April,2018-04,6729.0,Class 6
2018,4,April,2018-04,15415.0,Class 7
2018,4,April,2018-04,88302.0,Class 8
2018,4,April,2018-04,160555.0,Class 9
2018,5,May,2018-05,9517266.0,Class 1
2018,5,May,2018-05,27614.0,Class 11
2018,5,May,2018-05,256552.0,Class 2
2018,5,May,2018-05,85844.0,Class 3
2018,5,May,2018-05,60943.0,Class 4
2018,5,May,2018-05,255640.0,Class 5
2018,5,May,2018-05,7609.0,Class 6
2018,5,May,2018-05,17580.0,Class 7
2018,5,May,2018-05,93413.0,Class 8
2018,5,May,2018-05,168014.0,Class 9
2018,6,June,2018-06,9562339.0,Class 1
2018,6,June,2018-06,32242.0,Class 11
2018,6,June,2018-06,253983.0,Class 2
2018,6,June,2018-06,85089.0,Class 3
2018,6,June,2018-06,58716.0,Class 4
2018,6,June,2018-06,246516.0,Class 5
2018,6,June,2018-06,7438.0,Class 6
2018,6,June,2018-06,18432.0,Class 7
2018,6,June,2018-06,92563.0,Class 8
2018,6,June,2018-06,164659.0,Class 9
2018,7,July,2018-07,9743886.0,Class 1
2018,7,July,2018-07,32502.0,Class 11
2018,7,July,2018-07,247156.0,Class 2
2018,7,July,2018-07,85513.0,Class 3
2018,7,July,2018-07,55780.0,Class 4
2018,7,July,2018-07,240037.0,Class 5
2018,7,July,2018-07,7236.0,Class 6
2018,7,July,2018-07,18036.0,Class 7
2018,7,July,2018-07,96890.0,Class 8
2018,7,July,2018-07,163722.0,Class 9
2018,8,August,2018-08,9883045.0,Class 1
2018,8,August,2018-08,30770.0,Class 11
2018,8,August,2018-08,263356.0,Class 2
2018,8,August,2018-08,91388.0,Class 3
2018,8,August,2018-08,60138.0,Class 4
2018,8,August,2018-08,248545.0,Class 5
2018,8,August,2018-08,7603.0,Class 6
2018,8,August,2018-08,18248.0,Class 7
2018,8,August,2018-08,96642.0,Class 8
2018,8,August,2018-08,170681.0,Class 9
2018,9,September,2018-09,9159347.0,Class 1
2018,9,September,2018-09,28151.0,Class 11
2018,9,September,2018-09,232154.0,Class 2
2018,9,September,2018-09,79878.0,Class 3
2018,9,September,2018-09,53273.0,Class 4
2018,9,September,2018-09,220748.0,Class 5
2018,9,September,2018-09,6792.0,Class 6
2018,9,September,2018-09,15319.0,Class 7
2018,9,September,2018-09,87295.0,Class 8
2018,9,September,2018-09,150223.0,Class 9
2018,10,October,2018-10,9403582.0,Class 1
2018,10,October,2018-10,24659.0,Class 11
2018,10,October,2018-10,257577.0,Class 2
2018,10,October,2018-10,89548.0,Class 3
2018,10,October,2018-10,58814.0,Class 4
2018,10,October,2018-10,253495.0,Class 5
2018,10,October,2018-10,7500.0,Class 6
2018,10,October,2018-10,17965.0,Class 7
2018,10,October,2018-10,97619.0,Class 8
2018,10,October,2018-10,168635.0,Class 9
2018,11,November,2018-11,8964697.0,Class 1
2018,11,November,2018-11,14656.0,Class 11
2018,11,November,2018-11,239850.0,Class 2
2018,11,November,2018-11,79310.0,Class 3
2018,11,November,2018-11,52967.0,Class 4
2018,11,November,2018-11,236228.0,Class 5
2018,11,November,2018-11,7459.0,Class 6
2018,11,November,2018-11,14655.0,Class 7
2018,11,November,2018-11,88077.0,Class 8
2018,11,November,2018-11,152894.0,Class 9
2018,12,December,2018-12,9415551.0,Class 1
2018,12,December,2018-12,12360.0,Class 11
2018,12,December,2018-12,228573.0,Class 2
2018,12,December,2018-12,80697.0,Class 3
2018,12,December,2018-12,50674.0,Class 4
2018,12,December,2018-12,225627.0,Class 5
2018,12,December,2018-12,6348.0,Class 6
2018,12,December,2018-12,13603.0,Class 7
2018,12,December,2018-12,87990.0,Class 8
2018,12,December,2018-12,151935.0,Class 9
2019,1,January,2019-01,8374655.0,Class 1
2019,1,January,2019-01,10352.0,Class 11
2019,1,January,2019-01,229405.0,Class 2
2019,1,January,2019-01,83704.0,Class 3
2019,1,January,2019-01,53014.0,Class 4
2019,1,January,2019-01,235459.0,Class 5
2019,1,January,2019-01,6193.0,Class 6
2019,1,January,2019-01,14361.0,Class 7
2019,1,January,2019-01,85493.0,Class 8
2019,1,January,2019-01,149462.0,Class 9
2019,2,February,2019-02,7881133.0,Class 1
2019,2,February,2019-02,9698.0,Class 11
2019,2,February,2019-02,208818.0,Class 2
2019,2,February,2019-02,76809.0,Class 3
2019,2,February,2019-02,48300.0,Class 4
2019,2,February,2019-02,209038.0,Class 5
2019,2,February,2019-02,5696.0,Class 6
2019,2,February,2019-02,13344.0,Class 7
2019,2,February,2019-02,79060.0,Class 8
2019,2,February,2019-02,137043.0,Class 9
2019,3,March,2019-03,9111435.0,Class 1
2019,3,March,2019-03,17222.0,Class 11
2019,3,March,2019-03,234199.0,Class 2
2019,3,March,2019-03,87881.0,Class 3
2019,3,March,2019-03,52861.0,Class 4
2019,3,March,2019-03,229932.0,Class 5
2019,3,March,2019-03,6892.0,Class 6
2019,3,March,2019-03,16198.0,Class 7
2019,3,March,2019-03,90307.0,Class 8
2019,3,March,2019-03,155674.0,Class 9
2019,4,April,2019-04,9170563.0,Class 1
2019,4,April,2019-04,23166.0,Class 11
2019,4,April,2019-04,241166.0,Class 2
2019,4,April,2019-04,85009.0,Class 3
2019,4,April,2019-04,58625.0,Class 4
2019,4,April,2019-04,243824.0,Class 5
2019,4,April,2019-04,7835.0,Class 6
2019,4,April,2019-04,17038.0,Class 7
2019,4,April,2019-04,93302.0,Class 8
2019,4,April,2019-04,158876.0,Class 9
2019,5,May,2019-05,9681059.0,Class 1
2019,5,May,2019-05,26640.0,Class 11
2019,5,May,2019-05,254868.0,Class 2
2019,5,May,2019-05,84746.0,Class 3
2019,5,May,2019-05,63284.0,Class 4
2019,5,May,2019-05,255349.0,Class 5
2019,5,May,2019-05,8082.0,Class 6
2019,5,May,2019-05,17092.0,Class 7
2019,5,May,2019-05,97841.0,Class 8
2019,5,May,2019-05,163613.0,Class 9
2019,6,June,2019-06,9668885.0,Class 1
2019,6,June,2019-06,28629.0,Class 11
2019,6,June,2019-06,241766.0,Class 2
2019,6,June,2019-06,81248.0,Class 3
2019,6,June,2019-06,54103.0,Class 4
2019,6,June,2019-06,231916.0,Class 5
2019,6,June,2019-06,7849.0,Class 6
2019,6,June,2019-06,23116.0,Class 7
2019,6,June,2019-06,92933.0,Class 8
2019,6,June,2019-06,153363.0,Class 9
2019,7,July,2019-07,9809662.0,Class 1
2019,7,July,2019-07,26545.0,Class 11
2019,7,July,2019-07,247291.0,Class 2
2019,7,July,2019-07,92821.0,Class 3
2019,7,July,2019-07,47632.0,Class 4
2019,7,July,2019-07,225865.0,Class 5
2019,7,July,2019-07,8302.0,Class 6
2019,7,July,2019-07,36018.0,Class 7
2019,7,July,2019-07,101182.0,Class 8
2019,7,July,2019-07,157315.0,Class 9
2019,8,August,2019-08,10028753.0,Class 1
2019,8,August,2019-08,27647.0,Class 11
2019,8,August,2019-08,249137.0,Class 2
2019,8,August,2019-08,93974.0,Class 3
2019,8,August,2019-08,51568.0,Class 4
2019,8,August,2019-08,223701.0,Class 5
2019,8,August,2019-08,8435.0,Class 6
2019,8,August,2019-08,34942.0,Class 7
2019,8,August,2019-08,99194.0,Class 8
2019,8,August,2019-08,159088.0,Class 9
2019,9,September,2019-09,9377003.0,Class 1
2019,9,September,2019-09,30559.0,Class 11
2019,9,September,2019-09,244642.0,Class 2
2019,9,September,2019-09,91475.0,Class 3
2019,9,September,2019-09,53831.0,Class 4
2019,9,September,2019-09,222549.0,Class 5
2019,9,September,2019-09,7739.0,Class 6
2019,9,September,2019-09,25760.0,Class 7
2019,9,September,2019-09,91587.0,Class 8
2019,9,September,2019-09,144731.0,Class 9
2019,10,October,2019-10,9503954.0,Class 1
2019,10,October,2019-10,22172.0,Class 11
2019,10,October,2019-10,264970.0,Class 2
2019,10,October,2019-10,91056.0,Class 3
2019,10,October,2019-10,67264.0,Class 4
2019,10,October,2019-10,257401.0,Class 5
2019,10,October,2019-10,7560.0,Class 6
2019,10,October,2019-10,14024.0,Class 7
2019,10,October,2019-10,99220.0,Class 8
2019,10,October,2019-10,157141.0,Class 9
2019,11,November,2019-11,9262121.0,Class 1
2019,11,November,2019-11,13448.0,Class 11
2019,11,November,2019-11,241117.0,Class 2
2019,11,November,2019-11,80687.0,Class 3
2019,11,November,2019-11,58066.0,Class 4
2019,11,November,2019-11,233925.0,Class 5
2019,11,November,2019-11,7254.0,Class 6
2019,11,November,2019-11,12288.0,Class 7
2019,11,November,2019-11,91102.0,Class 8
2019,11,November,2019-11,143660.0,Class 9
2019,12,December,2019-12,9444342.0,Class 1
2019,12,December,2019-12,9923.0,Class 11
2019,12,December,2019-12,243379.0,Class 2
2019,12,December,2019-12,81019.0,Class 3
2019,12,December,2019-12,55412.0,Class 4
2019,12,December,2019-12,237668.0,Class 5
2019,12,December,2019-12,8902.0,Class 6
2019,12,December,2019-12,10818.0,Class 7
2019,12,December,2019-12,94356.0,Class 8
2019,12,December,2019-12,144836.0,Class 9
2020,1,January,2020-01,8695494.0,Class 1
2020,1,January,2020-01,12220.0,Class 11
2020,1,January,2020-01,237868.0,Class 2
2020,1,January,2020-01,84993.0,Class 3
2020,1,January,2020-01,57769.0,Class 4
2020,1,January,2020-01,236025.0,Class 5
2020,1,January,2020-01,7525.0,Class 6
2020,1,January,2020-01,11389.0,Class 7
2020,1,January,2020-01,88181.0,Class 8
2020,1,January,2020-01,145269.0,Class 9
2020,2,February,2020-02,8470455.0,Class 1
2020,2,February,2020-02,10415.0,Class 11
2020,2,February,2020-02,220548.0,Class 2
2020,2,February,2020-02,79178.0,Class 3
2020,2,February,2020-02,50121.0,Class 4
2020,2,February,2020-02,215686.0,Class 5
2020,2,February,2020-02,7583.0,Class 6
2020,2,February,2020-02,11324.0,Class 7
2020,2,February,2020-02,75902.0,Class 8
2020,2,February,2020-02,143093.0,Class 9
2020,3,March,2020-03,6432181.0,Class 1
2020,3,March,2020-03,13114.0,Class 11
2020,3,March,2020-03,208430.0,Class 2
2020,3,March,2020-03,80760.0,Class 3
2020,3,March,2020-03,56408.0,Class 4
2020,3,March,2020-03,242811.0,Class 5
2020,3,March,2020-03,8280.0,Class 6
2020,3,March,2020-03,11491.0,Class 7
2020,3,March,2020-03,58177.0,Class 8
2020,3,March,2020-03,123488.0,Class 9
2020,4,April,2020-04,3427029.0,Class 1
2020,4,April,2020-04,10772.0,Class 11
2020,4,April,2020-04,137968.0,Class 2
2020,4,April,2020-04,57113.0,Class 3
2020,4,April,2020-04,45758.0,Class 4
2020,4,April,2020-04,196047.0,Class 5
2020,4,April,2020-04,7203.0,Class 6
2020,4,April,2020-04,8235.0,Class 7
2020,4,April,2020-04,23194.0,Class 8
2020,4,April,2020-04,51683.0,Class 9
2020,5,May,2020-05,5511752.0,Class 1
2020,5,May,2020-05,23828.0,Class 11
2020,5,May,2020-05,173082.0,Class 2
2020,5,May,2020-05,66933.0,Class 3
2020,5,May,2020-05,49552.0,Class 4
2020,5,May,2020-05,219256.0,Class 5
2020,5,May,2020-05,8180.0,Class 6
2020,5,May,2020-05,12873.0,Class 7
2020,5,May,2020-05,28970.0,Class 8
2020,5,May,2020-05,61849.0,Class 9
2020,6,June,2020-06,7053025.0,Class 1
2020,6,June,2020-06,28619.0,Class 11
2020,6,June,2020-06,214027.0,Class 2
2020,6,June,2020-06,76588.0,Class 3
2020,6,June,2020-06,56631.0,Class 4
2020,6,June,2020-06,243920.0,Class 5
2020,6,June,2020-06,8256.0,Class 6
2020,6,June,2020-06,15234.0,Class 7
2020,6,June,2020-06,41519.0,Class 8
2020,6,June,2020-06,87303.0,Class 9
2020,7,July,2020-07,8192329.0,Class 1
2020,7,July,2020-07,29741.0,Class 11
2020,7,July,2020-07,229063.0,Class 2
2020,7,July,2020-07,80552.0,Class 3
2020,7,July,2020-07,57755.0,Class 4
2020,7,July,2020-07,247654.0,Class 5
2020,7,July,2020-07,8458.0,Class 6
2020,7,July,2020-07,16122.0,Class 7
2020,7,July,2020-07,49616.0,Class 8
2020,7,July,2020-07,101018.0,Class 9
2020,8,August,2020-08,8663417.0,Class 1
2020,8,August,2020-08,31265.0,Class 11
2020,8,August,2020-08,229423.0,Class 2
2020,8,August,2020-08,78337.0,Class 3
2020,8,August,2020-08,55325.0,Class 4
2020,8,August,2020-08,240385.0,Class 5
2020,8,August,2020-08,7628.0,Class 6
2020,8,August,2020-08,16107.0,Class 7
2020,8,August,2020-08,51437.0,Class 8
2020,8,August,2020-08,98136.0,Class 9
2020,9,September,2020-09,8305292.0,Class 1
2020,9,September,2020-09,31963.0,Class 11
2020,9,September,2020-09,228658.0,Class 2
2020,9,September,2020-09,78337.0,Class 3
2020,9,September,2020-09,53926.0,Class 4
2020,9,September,2020-09,245669.0,Class 5
2020,9,September,2020-09,8100.0,Class 6
2020,9,September,2020-09,15339.0,Class 7
2020,9,September,2020-09,52140.0,Class 8
2020,9,September,2020-09,92525.0,Class 9
2020,10,October,2020-10,8473748.0,Class 1
2020,10,October,2020-10,23420.0,Class 11
2020,10,October,2020-10,236582.0,Class 2
2020,10,October,2020-10,82948.0,Class 3
2020,10,October,2020-10,58843.0,Class 4
2020,10,October,2020-10,257825.0,Class 5
2020,10,October,2020-10,8557.0,Class 6
2020,10,October,2020-10,15719.0,Class 7
2020,10,October,2020-10,55481.0,Class 8
2020,10,October,2020-10,96662.0,Class 9
2020,11,November,2020-11,7731467.0,Class 1
2020,11,November,2020-11,17025.0,Class 11
2020,11,November,2020-11,217405.0,Class 2
2020,11,November,2020-11,77324.0,Class 3
2020,11,November,2020-11,53258.0,Class 4
2020,11,November,2020-11,245693.0,Class 5
2020,11,November,2020-11,8655.0,Class 6
2020,11,November,2020-11,13792.0,Class 7
2020,11,November,2020-11,50243.0,Class 8
2020,11,November,2020-11,88210.0,Class 9
2020,12,December,2020-12,7575197.0,Class 1
2020,12,December,2020-12,9217.0,Class 11
2020,12,December,2020-12,230131.0,Class 2
2020,12,December,2020-12,83736.0,Class 3
2020,12,December,2020-12,54604.0,Class 4
2020,12,December,2020-12,260534.0,Class 5
2020,12,December,2020-12,9261.0,Class 6
2020,12,December,2020-12,12602.0,Class 7
2020,12,December,2020-12,50082.0,Class 8
2020,12,December,2020-12,93054.0,Class 9
2021,1,January,2021-01,7503521.0,Class 1
2021,1,January,2021-01,8198.0,Class 11
2021,1,January,2021-01,213584.0,Class 2
2021,1,January,2021-01,77327.0,Class 3
2021,1,January,2021-01,52858.0,Class 4
2021,1,January,2021-01,247988.0,Class 5
2021,1,January,2021-01,8533.0,Class 6
2021,1,January,2021-01,11494.0,Class 7
2021,1,January,2021-01,46570.0,Class 8
2021,1,January,2021-01,89547.0,Class 9
2021,2,February,2021-02,6365095.0,Class 1
2021,2,February,2021-02,5807.0,Class 11
2021,2,February,2021-02,193304.0,Class 2
2021,2,February,2021-02,68217.0,Class 3
2021,2,February,2021-02,47759.0,Class 4
2021,2,February,2021-02,215403.0,Class 5
2021,2,February,2021-02,8407.0,Class 6
2021,2,February,2021-02,10750.0,Class 7
2021,2,February,2021-02,41390.0,Class 8
2021,2,February,2021-02,77914.0,Class 9
2021,3,March,2021-03,8395538.0,Class 1
2021,3,March,2021-03,14147.0,Class 11
2021,3,March,2021-03,240853.0,Class 2
2021,3,March,2021-03,88078.0,Class 3
2021,3,March,2021-03,56693.0,Class 4
2021,3,March,2021-03,274829.0,Class 5
2021,3,March,2021-03,10655.0,Class 6
2021,3,March,2021-03,14367.0,Class 7
2021,3,March,2021-03,51964.0,Class 8
2021,3,March,2021-03,101037.0,Class 9
2021,4,April,2021-04,8543942.0,Class 1
2021,4,April,2021-04,20611.0,Class 11
